player	bowl	selection	confidence
Jeremy	Gator	Texas A&M	26
Jeremy	Texas	LSU	17
Jeremy	Sun	Washington State	13
JHajdin	Alamo	Oklahoma	10
JHajdin	Arizona	Boise State	39
JHajdin	Armed Forces	Missouri	27
JHajdin	Bahamas	Middle Tennessee	31
JHajdin	Birmingham	Auburn	36
JHajdin	Boca Raton	Appalachian State	20
JHajdin	Camellia	Ball State	3
JHajdin	Cheez-It	Iowa State	26
JHajdin	Citrus	Iowa	34
JHajdin	Cotton (Semis)	Alabama	42
JHajdin	Cure	Coastal Carolina	38
JHajdin	Duke's Mayo	North Carolina	8
JHajdin	Famous Idaho Potato	Wyoming	24
JHajdin	Fenway	SMU	12
JHajdin	Fiesta	Notre Dame	33
JHajdin	First Responder	Air Force	35
JHajdin	Frisco	UTSA	6
JHajdin	Frisco Classic	North Texas	5
JHajdin	Gasparilla	Florida	4
JHajdin	Guaranteed Rate	Minnesota	29
JHajdin	Hawai'i	Hawai'i	18
JHajdin	Holiday	UCLA	17
JHajdin	Independence	UAB	7
JHajdin	LA	Utah State	15
JHajdin	Las Vegas	Arizona State	14
JHajdin	LendingTree	Eastern Michigan	23
JHajdin	Liberty	Mississippi State	30
JHajdin	Military	Boston College	22
JHajdin	Music City	Purdue	19
JHajdin	Myrtle Beach	Tulsa	21
JHajdin	Championship	Georgia	43
JHajdin	New Mexico	Fresno State	16
JHajdin	New Orleans	Louisiana	13
JHajdin	Orange (Semis)	Georgia	41
JHajdin	Outback	Penn State	1
JHajdin	Peach	Michigan State	25
JHajdin	Pinstripe	Virginia Tech	11
JHajdin	Quick Lane	Nevada	28
JHajdin	Rose	Ohio State	40
JHajdin	Sugar	Baylor	2
JHajdin	Gator	Wake Forest	32
JHajdin	Texas	LSU	37
JHajdin	Sun	Washington State	9
Joe	Alamo	Oklahoma	19
Joe	Arizona	Boise State	31
Joe	Armed Forces	Army	18
Joe	Bahamas	Toledo	40
Joe	Birmingham	Houston	4
Joe	Boca Raton	Western Kentucky	5
Joe	Camellia	Georgia State	25
Joe	Cheez-It	Clemson	30
Joe	Citrus	Kentucky	8
Joe	Cotton (Semis)	Alabama	42
Joe	Cure	Coastal Carolina	38
Joe	Duke's Mayo	North Carolina	28
Joe	Famous Idaho Potato	Kent State	14
Joe	Fenway	SMU	3
Joe	Fiesta	Notre Dame	15
Joe	First Responder	Louisville	10
Joe	Frisco	San Diego State	1
Joe	Frisco Classic	Miami (OH)	22
Joe	Gasparilla	Florida	32
Joe	Guaranteed Rate	Minnesota	36
Joe	Hawai'i	Hawai'i	11
Joe	Holiday	NC State	27
Joe	Independence	UAB	2
Joe	LA	Oregon State	26
Joe	Las Vegas	Wisconsin	23
Joe	LendingTree	Liberty	34
Joe	Liberty	Mississippi State	21
Joe	Military	East Carolina	6
Joe	Music City	Tennessee	29
Joe	Myrtle Beach	Tulsa	33
Joe	Championship	Alabama	43
Joe	New Mexico	Fresno State	39
Joe	New Orleans	Marshall	9
Joe	Orange (Semis)	Georgia	41
Joe	Outback	Penn State	13
Joe	Peach	Pittsburgh	24
Joe	Pinstripe	Maryland	7
Joe	Quick Lane	Nevada	20
Joe	Rose	Ohio State	37
Joe	Sugar	Ole Miss	12
Joe	Gator	Texas A&M	35
Joe	Texas	Kansas State	16
Joe	Sun	Miami (FL)	17
Joey	Alamo	Oklahoma	22
Joey	Arizona	Boise State	31
Joey	Armed Forces	Army	20
Joey	Bahamas	Toledo	40
Joey	Birmingham	Auburn	13
Joey	Boca Raton	Appalachian State	18
Joey	Camellia	Georgia State	23
Joey	Cheez-It	Clemson	3
Joey	Citrus	Kentucky	19
Joey	Cotton (Semis)	Alabama	42
Joey	Cure	Coastal Carolina	36
Joey	Duke's Mayo	North Carolina	37
Joey	Famous Idaho Potato	Wyoming	15
Joey	Fenway	Virginia	16
Joey	Fiesta	Notre Dame	10
Joey	First Responder	Louisville	11
Joey	Frisco	San Diego State	1
Joey	Frisco Classic	North Texas	4
Joey	Gasparilla	Florida	28
Joey	Guaranteed Rate	West Virginia	5
Joey	Hawai'i	Memphis	34
Joey	Holiday	UCLA	6
Joey	Independence	BYU	29
Joey	LA	Oregon State	33
Joey	Las Vegas	Wisconsin	30
Joey	LendingTree	Liberty	38
Joey	Liberty	Mississippi State	32
Joey	Military	Boston College	14
Joey	Music City	Tennessee	27
Joey	Myrtle Beach	Tulsa	39
Joey	Championship	Alabama	43
Joey	New Mexico	Fresno State	35
Joey	New Orleans	Louisiana	21
Joey	Orange (Semis)	Georgia	41
Joey	Outback	Arkansas	2
Joey	Peach	Michigan State	12
Joey	Pinstripe	Maryland	9
Joey	Quick Lane	Western Michigan	25
Joey	Rose	Ohio State	24
Joey	Sugar	Baylor	7
Joey	Gator	Texas A&M	26
Joey	Texas	Kansas State	8
Joey	Sun	Miami (FL)	17
JPearce	Alamo	Oklahoma	21
JPearce	Arizona	Boise State	35
JPearce	Armed Forces	Army	28
JPearce	Bahamas	Toledo	39
JPearce	Birmingham	Houston	9
JPearce	Boca Raton	Appalachian State	7
JPearce	Camellia	Georgia State	24
JPearce	Cheez-It	Clemson	22
JPearce	Citrus	Kentucky	17
JPearce	Cotton (Semis)	Alabama	42
JPearce	Cure	Coastal Carolina	40
JPearce	Duke's Mayo	North Carolina	29
JPearce	Famous Idaho Potato	Kent State	5
JPearce	Fenway	SMU	10
JPearce	Fiesta	Notre Dame	19
JPearce	First Responder	Air Force	14
JPearce	Frisco	San Diego State	8
JPearce	Frisco Classic	Miami (OH)	23
JPearce	Gasparilla	Florida	33
JPearce	Guaranteed Rate	Minnesota	37
JPearce	Hawai'i	Memphis	12
JPearce	Holiday	NC State	26
JPearce	Independence	BYU	15
JPearce	LA	Utah State	1
JPearce	Las Vegas	Wisconsin	30
JPearce	LendingTree	Liberty	25
JPearce	Liberty	Mississippi State	32
JPearce	Military	East Carolina	4
JPearce	Music City	Tennessee	31
JPearce	Myrtle Beach	Tulsa	36
JPearce	Championship	Alabama	43
JPearce	New Mexico	Fresno State	38
JPearce	New Orleans	Marshall	11
JPearce	Orange (Semis)	Georgia	41
JPearce	Outback	Arkansas	2
JPearce	Peach	Pittsburgh	20
JPearce	Pinstripe	Maryland	3
JPearce	Quick Lane	Western Michigan	6
JPearce	Rose	Ohio State	27
JPearce	Sugar	Ole Miss	18
JPearce	Gator	Texas A&M	34
JPearce	Texas	Kansas State	16
JPearce	Sun	Miami (FL)	13
JRoycroft	Alamo	Oklahoma	26
JRoycroft	Arizona	Boise State	39
JRoycroft	Armed Forces	Army	7
JRoycroft	Bahamas	Toledo	37
JRoycroft	Birmingham	Auburn	25
JRoycroft	Boca Raton	Western Kentucky	4
JRoycroft	Camellia	Ball State	8
JRoycroft	Cheez-It	Clemson	23
JRoycroft	Citrus	Kentucky	16
JRoycroft	Cotton (Semis)	Alabama	42
JRoycroft	Cure	Coastal Carolina	38
JRoycroft	Duke's Mayo	South Carolina	12
JRoycroft	Famous Idaho Potato	Kent State	6
JRoycroft	Fenway	Virginia	22
JRoycroft	Fiesta	Notre Dame	15
JRoycroft	First Responder	Air Force	27
JRoycroft	Frisco	San Diego State	5
JRoycroft	Frisco Classic	Miami (OH)	32
JRoycroft	Gasparilla	Florida	33
JRoycroft	Guaranteed Rate	Minnesota	28
JRoycroft	Hawai'i	Memphis	31
JRoycroft	Holiday	NC State	10
JRoycroft	Independence	BYU	36
JRoycroft	LA	Utah State	3
JRoycroft	Las Vegas	Wisconsin	21
JRoycroft	LendingTree	Liberty	35
JRoycroft	Liberty	Mississippi State	30
JRoycroft	Military	East Carolina	9
JRoycroft	Music City	Tennessee	13
JRoycroft	Myrtle Beach	Tulsa	34
JRoycroft	Championship	Georgia	43
JRoycroft	New Mexico	Fresno State	40
JRoycroft	New Orleans	Marshall	2
JRoycroft	Orange (Semis)	Georgia	41
JRoycroft	Outback	Penn State	17
JRoycroft	Peach	Michigan State	11
JRoycroft	Pinstripe	Virginia Tech	24
JRoycroft	Quick Lane	Nevada	29
JRoycroft	Rose	Ohio State	20
JRoycroft	Sugar	Ole Miss	19
JRoycroft	Gator	Wake Forest	1
JRoycroft	Texas	LSU	18
JRoycroft	Sun	Miami (FL)	14
Kristen	Alamo	Oregon	24
Kristen	Arizona	Boise State	40
Kristen	Armed Forces	Army	20
Kristen	Bahamas	Toledo	38
Kristen	Birmingham	Auburn	3
Kristen	Boca Raton	Appalachian State	21
Kristen	Camellia	Ball State	4
Kristen	Cheez-It	Iowa State	29
Kristen	Citrus	Iowa	9
Kristen	Cotton (Semis)	Alabama	42
Kristen	Cure	Coastal Carolina	35
Kristen	Duke's Mayo	North Carolina	31
Kristen	Famous Idaho Potato	Kent State	16
Kristen	Fenway	Virginia	7
Kristen	Fiesta	Notre Dame	26
Kristen	First Responder	Louisville	22
Kristen	Frisco	San Diego State	15
Kristen	Frisco Classic	Miami (OH)	6
Kristen	Gasparilla	Florida	13
Kristen	Guaranteed Rate	Minnesota	37
Kristen	Hawai'i	Memphis	5
Kristen	Holiday	NC State	30
Kristen	Independence	UAB	2
Kristen	LA	Oregon State	18
Kristen	Las Vegas	Wisconsin	32
Kristen	LendingTree	Liberty	19
Kristen	Liberty	Mississippi State	36
Kristen	Military	East Carolina	14
Kristen	Music City	Tennessee	12
Kristen	Myrtle Beach	Tulsa	33
Kristen	Championship	Alabama	43
Kristen	New Mexico	Fresno State	39
Kristen	New Orleans	Marshall	17
Kristen	Orange (Semis)	Georgia	41
Kristen	Outback	Arkansas	10
Kristen	Peach	Michigan State	1
Kristen	Pinstripe	Virginia Tech	28
Kristen	Quick Lane	Nevada	34
Kristen	Rose	Ohio State	27
Kristen	Sugar	Baylor	8
Kristen	Gator	Wake Forest	25
Kristen	Texas	LSU	11
Kristen	Sun	Miami (FL)	23
Peter	Alamo	Oklahoma	25
Peter	Arizona	Boise State	37
Peter	Armed Forces	Army	19
Peter	Bahamas	Toledo	36
Peter	Birmingham	Houston	15
Peter	Boca Raton	Appalachian State	31
Peter	Camellia	Georgia State	27
Peter	Cheez-It	Clemson	22
Peter	Citrus	Kentucky	13
Peter	Cotton (Semis)	Alabama	42
Peter	Cure	Coastal Carolina	40
Peter	Duke's Mayo	North Carolina	23
Peter	Famous Idaho Potato	Wyoming	28
Peter	Fenway	SMU	8
Peter	Fiesta	Notre Dame	29
Peter	First Responder	Louisville	21
Peter	Frisco	San Diego State	18
Peter	Frisco Classic	North Texas	9
Peter	Gasparilla	UCF	2
Peter	Guaranteed Rate	Minnesota	26
Peter	Hawai'i	Memphis	20
Peter	Holiday	UCLA	7
Peter	Independence	BYU	35
Peter	LA	Utah State	3
Peter	Las Vegas	Wisconsin	32
Peter	LendingTree	Liberty	34
Peter	Liberty	Mississippi State	38
Peter	Military	East Carolina	17
Peter	Music City	Tennessee	5
Peter	Myrtle Beach	Tulsa	33
Peter	Championship	Alabama	43
Peter	New Mexico	Fresno State	39
Peter	New Orleans	Louisiana	30
Peter	Orange (Semis)	Georgia	41
Peter	Outback	Arkansas	11
Peter	Peach	Michigan State	6
Peter	Pinstripe	Maryland	14
Peter	Quick Lane	Nevada	16
Peter	Rose	Utah	1
Peter	Sugar	Ole Miss	24
Peter	Gator	Texas A&M	10
Peter	Texas	Kansas State	12
Peter	Sun	Miami (FL)	4
Peyton	Alamo	Oregon	7
Peyton	Arizona	Boise State	38
Peyton	Armed Forces	Army	19
Peyton	Bahamas	Toledo	37
Peyton	Birmingham	Auburn	23
Peyton	Boca Raton	Appalachian State	18
Peyton	Camellia	Georgia State	25
Peyton	Cheez-It	Clemson	17
Peyton	Citrus	Kentucky	11
Peyton	Cotton (Semis)	Alabama	42
Peyton	Cure	Coastal Carolina	39
Peyton	Duke's Mayo	South Carolina	9
Peyton	Famous Idaho Potato	Kent State	4
Peyton	Fenway	Virginia	16
Peyton	Fiesta	Notre Dame	15
Peyton	First Responder	Air Force	14
Peyton	Frisco	San Diego State	5
Peyton	Frisco Classic	North Texas	6
Peyton	Gasparilla	Florida	30
Peyton	Guaranteed Rate	Minnesota	32
Peyton	Hawai'i	Memphis	27
Peyton	Holiday	UCLA	8
Peyton	Independence	UAB	1
Peyton	LA	Oregon State	33
Peyton	Las Vegas	Wisconsin	34
Peyton	LendingTree	Eastern Michigan	3
Peyton	Liberty	Mississippi State	36
Peyton	Military	Boston College	24
Peyton	Music City	Purdue	20
Peyton	Myrtle Beach	Old Dominion	2
Peyton	Championship	Georgia	43
Peyton	New Mexico	Fresno State	40
Peyton	New Orleans	Louisiana	29
Peyton	Orange (Semis)	Georgia	41
Peyton	Outback	Penn State	26
Peyton	Peach	Michigan State	10
Peyton	Pinstripe	Virginia Tech	22
Peyton	Quick Lane	Nevada	31
Peyton	Rose	Ohio State	35
Peyton	Sugar	Baylor	12
Peyton	Gator	Texas A&M	28
Peyton	Texas	LSU	21
Peyton	Sun	Miami (FL)	13
Rebekah	Alamo	Oregon	2
Rebekah	Arizona	Central Michigan	35
Rebekah	Armed Forces	Army	25
Rebekah	Bahamas	Middle Tennessee	28
Rebekah	Birmingham	Houston	33
Rebekah	Boca Raton	Western Kentucky	10
Rebekah	Camellia	Ball State	12
Rebekah	Cheez-It	Iowa State	1
Rebekah	Citrus	Kentucky	36
Rebekah	Cotton (Semis)	Cincinnati	41
Rebekah	Cure	Northern Illinois	39
Rebekah	Duke's Mayo	North Carolina	32
Rebekah	Famous Idaho Potato	Wyoming	6
Rebekah	Fenway	Virginia	30
Rebekah	Fiesta	Oklahoma State	8
Rebekah	First Responder	Louisville	38
Rebekah	Frisco	UTSA	29
Rebekah	Frisco Classic	Miami (OH)	16
Rebekah	Gasparilla	Florida	37
Rebekah	Guaranteed Rate	West Virginia	24
Rebekah	Hawai'i	Hawai'i	17
Rebekah	Holiday	NC State	40
Rebekah	Independence	BYU	23
Rebekah	LA	Utah State	21
Rebekah	Las Vegas	Wisconsin	5
Rebekah	LendingTree	Liberty	31
Rebekah	Liberty	Texas Tech	11
Rebekah	Military	Boston College	22
Rebekah	Music City	Tennessee	27
Rebekah	Myrtle Beach	Old Dominion	4
Rebekah	Championship	Michigan	43
Rebekah	New Mexico	UTEP	34
Rebekah	New Orleans	Louisiana	26
Rebekah	Orange (Semis)	Georgia	42
Rebekah	Outback	Penn State	3
Rebekah	Peach	Pittsburgh	20
Rebekah	Pinstripe	Maryland	7
Rebekah	Quick Lane	Western Michigan	9
Rebekah	Rose	Ohio State	18
Rebekah	Sugar	Ole Miss	13
Rebekah	Gator	Texas A&M	15
Rebekah	Texas	Kansas State	14
Rebekah	Sun	Miami (FL)	19
