name	ID	GAME	LOCATION	MATCHUP	Confidence_Score	team1	team2	team3	team4	pick	game_time	winner	correct
Joey	5	Armed Forces	Fort Worth, Texas	Houston (7-5) vs. Pittsburgh (6-6)	13	Houston	Pittsburgh			Pittsburgh	1/2/2015 12:00 PM		
Joey	5	Outback	Tampa, Fla.	Wisconsin (10-3) vs. Auburn (8-4)	30	Wisconsin	Auburn			Auburn	1/1/2015 12:00 PM		
Joey	5	Citrus	Orlando, Fla.	Minnesota (8-4) vs. Missouri (10-3)	24	Minnesota	Missouri			Missouri	1/1/2015 12:30 PM		
Joey	5	Foster Farms	Santa Clara, Calif.	Maryland (7-5) vs. Stanford (7-5)	38	Maryland	Stanford			Stanford	12/30/2014 10:00 PM		
Joey	5	Belk	Charlotte, N.C.	Louisville (9-3) vs. Georgia (9-3)	28	Louisville	Georgia			Georgia	12/30/2014  6:45 PM		
Joey	5	Music City	Nashville, Tenn.	Notre Dame (7-5) vs. LSU (8-4)	31	Notre Dame	LSU			LSU	12/30/2014  3:00 PM		
Joey	5	Texas	Houston, Texas	Texas (6-6) vs. Arkansas (6-6)	26	Texas	Arkansas			Arkansas	12/29/2014  9:00 PM		
Joey	5	Russell Athletic	Orlando, Fla.	Clemson (9-3) vs. Oklahoma (8-4)	16	Clemson	Oklahoma			Oklahoma	12/29/2014  5:30 PM		
Joey	5	Liberty	Memphis, Tenn.	West Virginia (7-5) vs. Texas A&M (7-5)	21	West Virginia	Texas A&M			West Virginia	12/29/2014  2:00 PM		
Joey	5	Holiday	San Diego, Calif.	Nebraska (9-3) vs. USC (8-4)	29	Nebraska	USC			USC	12/27/2014  8:00 PM		
Joey	5	Pinstripe	Bronx, N.Y.	Boston College (7-5) vs. Penn State (6-6)	6	Boston College	Penn State			Boston College	12/27/2014  4:30 PM		
Joey	5	Independence	Shreveport, La.	Miami (Fla.) (6-6) vs. South Carolina (6-6)	22	Miami (Fla.)	South Carolina			Miami (Fla.)	12/27/2014  4:00 PM		
Joey	5	Sun	El Paso, Texas	Duke (9-3) vs. Arizona State (9-3)	33	Duke	Arizona State			Arizona State	12/27/2014  2:00 PM		
Joey	5	Military	Annapolis, Md.	Virginia Tech (6-6) vs. Cincinnati (9-3)	12	Virginia Tech	Cincinnati			Cincinnati	12/27/2014  1:00 PM		
Joey	5	Bitcoin	St. Petersburg, Fla.	NC State (7-5) vs. UCF (9-3)	5	NC State	UCF			UCF	12/26/2014  8:00 PM		
Joey	5	Quick Lane	Detroit, Mich.	Rutgers (7-5) vs. North Carolina (6-6)	18	Rutgers	North Carolina			North Carolina	12/26/2014  4:30 PM		
Joey	5	Heart of Dallas	Dallas, Texas	Illinois (6-6) vs. Louisiana Tech (8-5)	27	Illinois	Louisiana Tech			Louisiana Tech	12/26/2014  1:00 PM		
Joey	5	Hawaii	Honolulu, Hawaii	Fresno State (6-7) vs. Rice (7-5)	7	Fresno State	Rice			Rice	12/24/2014  8:00 PM		
Joey	5	Bahamas	Nassau, Bahamas	Western Kentucky (7-5) vs. Central Michigan (7-5)	17	Western Kentucky	Central Michigan			Western Kentucky	12/24/2014 12:00 PM		
Joey	5	Poinsettia	San Diego, Calif.	San Diego State (7-5) vs. Navy (6-5)	9	San Diego State	Navy			San Diego State	12/23/2014  9:30 PM	Navy	0
Joey	5	Boca Raton	Boca Raton, Fla.	Marshall (12-1) vs. Northern Illinois (11-2)	39	Marshall	Northern Illinois			Marshall	12/23/2014  6:00 PM	Marshall	1
Joey	5	Miami Beach	Miami, Fla.	Memphis (9-3) vs. BYU (8-4)	3	Memphis	BYU			Memphis	12/22/2014  2:00 PM	Memphis	1
Joey	5	Camellia	Montgomery, Ala.	Bowling Green (7-6) vs. South Alabama (6-6)	10	Bowling Green	South Alabama			South Alabama	12/20/2014  9:15 PM	Bowling Green	0
Joey	5	Idaho Potato	Boise, Idaho	Air Force (9-3) vs. Western Michigan (8-4)	1	Air Force	Western Michigan			Western Michigan	12/20/2014  5:45 PM	Air Force	0
Joey	5	Royal Purple	Las Vegas, Nev.	Colorado State (10-2) vs. Utah (8-4)	14	Colorado State	Utah			Utah	12/20/2014  3:30 PM	Utah	1
Joey	5	New Mexico	Albuquerque, N.M.	Utah State (9-4) vs. UTEP (7-5)	37	Utah State	UTEP			Utah State	12/20/2014  2:20 PM	Utah State	1
Joey	5	New Orleans	New Orleans, La.	UL Lafayette (8-4) vs. Nevada (7-5)	4	UL Lafayette	Nevada			Nevada	12/20/2014 11:00 AM	UL Lafayette	0
Jess	6	Championship	Arlington, Texas	Semifinal winners	30	Alabama	Oregon	Florida State	Ohio State	Alabama	1/12/2015  8:30 PM		
Jess	6	Rose	Pasadena, Calif.	No. 2 Oregon (12-1) vs. No. 3 Florida State (13-0)	1	Oregon	Florida State			Florida State	1/1/2015  5:00 PM		
Jess	6	Sugar	New Orleans, La.	No. 1 Alabama (12-1) vs. No. 4 Ohio State (12-1)	39	Alabama	Ohio State			Alabama	1/1/2015  8:30 PM		
Jess	6	Cotton	Arlington, Texas	Baylor (11-1) vs. Michigan State (10-2)	29	Baylor	Michigan State			Michigan State	1/1/2015 12:30 PM		
Jess	6	Orange	Miami, Fla.	Georgia Tech (10-3) vs. Mississippi State (10-2)	11	Georgia Tech	Mississippi State			Mississippi State	12/31/2014  8:00 PM		
Jess	6	Fiesta	Glendale, Ariz.	Arizona (10-3) vs. Boise State (11-2)	26	Arizona	Boise State			Boise State	12/31/2014  4:00 PM		
Jess	6	Peach	Atlanta, Ga.	TCU (11-1) vs. Ole Miss (9-3)	35	TCU	Ole Miss			TCU	12/31/2014 12:30 PM		
Jess	6	GoDaddy	Mobile, Ala.	Toledo (8-4) vs. Arkansas State (7-5)	9	Toledo	Arkansas State			Toledo	1/4/2015  9:00 PM		
Jess	6	Birmingham	Birmingham, Ala.	Florida (6-5) vs. East Carolina (8-4)	25	Florida	East Carolina			Florida	1/3/2015 12:00 PM		
Jess	6	Cactus	Tempe, Ariz.	Oklahoma State (6-6) vs. Washington (8-5)	19	Oklahoma State	Washington			Washington	1/2/2015 10:15 PM		
Jess	6	Alamo	San Antonio, Texas	Kansas State (9-3) vs. UCLA (9-3)	16	Kansas State	UCLA			Kansas State	1/2/2015  6:45 PM		
Jess	6	TaxSlayer	Jacksonville, Fla.	Iowa (7-5) vs. Tennessee (6-6)	24	Iowa	Tennessee			Tennessee	1/2/2015  3:20 PM		
Jess	6	Armed Forces	Fort Worth, Texas	Houston (7-5) vs. Pittsburgh (6-6)	8	Houston	Pittsburgh			Pittsburgh	1/2/2015 12:00 PM		
Jess	6	Outback	Tampa, Fla.	Wisconsin (10-3) vs. Auburn (8-4)	23	Wisconsin	Auburn			Auburn	1/1/2015 12:00 PM		
Jess	6	Citrus	Orlando, Fla.	Minnesota (8-4) vs. Missouri (10-3)	10	Minnesota	Missouri			Missouri	1/1/2015 12:30 PM		
Jess	6	Foster Farms	Santa Clara, Calif.	Maryland (7-5) vs. Stanford (7-5)	28	Maryland	Stanford			Stanford	12/30/2014 10:00 PM		
Jess	6	Belk	Charlotte, N.C.	Louisville (9-3) vs. Georgia (9-3)	37	Louisville	Georgia			Georgia	12/30/2014  6:45 PM		
Jess	6	Music City	Nashville, Tenn.	Notre Dame (7-5) vs. LSU (8-4)	38	Notre Dame	LSU			LSU	12/30/2014  3:00 PM		
Jess	6	Texas	Houston, Texas	Texas (6-6) vs. Arkansas (6-6)	7	Texas	Arkansas			Texas	12/29/2014  9:00 PM		
Jess	6	Russell Athletic	Orlando, Fla.	Clemson (9-3) vs. Oklahoma (8-4)	22	Clemson	Oklahoma			Oklahoma	12/29/2014  5:30 PM		
Jess	6	Liberty	Memphis, Tenn.	West Virginia (7-5) vs. Texas A&M (7-5)	6	West Virginia	Texas A&M			Texas A&M	12/29/2014  2:00 PM		
Jess	6	Holiday	San Diego, Calif.	Nebraska (9-3) vs. USC (8-4)	33	Nebraska	USC			USC	12/27/2014  8:00 PM		
Jess	6	Pinstripe	Bronx, N.Y.	Boston College (7-5) vs. Penn State (6-6)	17	Boston College	Penn State			Boston College	12/27/2014  4:30 PM		
Jess	6	Independence	Shreveport, La.	Miami (Fla.) (6-6) vs. South Carolina (6-6)	5	Miami (Fla.)	South Carolina			Miami (Fla.)	12/27/2014  4:00 PM		
Jess	6	Sun	El Paso, Texas	Duke (9-3) vs. Arizona State (9-3)	4	Duke	Arizona State			Duke	12/27/2014  2:00 PM		
Jess	6	Military	Annapolis, Md.	Virginia Tech (6-6) vs. Cincinnati (9-3)	13	Virginia Tech	Cincinnati			Cincinnati	12/27/2014  1:00 PM		
Jess	6	Bitcoin	St. Petersburg, Fla.	NC State (7-5) vs. UCF (9-3)	15	NC State	UCF			UCF	12/26/2014  8:00 PM		
Jess	6	Quick Lane	Detroit, Mich.	Rutgers (7-5) vs. North Carolina (6-6)	2	Rutgers	North Carolina			Rutgers	12/26/2014  4:30 PM		
Jess	6	Heart of Dallas	Dallas, Texas	Illinois (6-6) vs. Louisiana Tech (8-5)	21	Illinois	Louisiana Tech			Illinois	12/26/2014  1:00 PM		
Jess	6	Hawaii	Honolulu, Hawaii	Fresno State (6-7) vs. Rice (7-5)	3	Fresno State	Rice			Fresno State	12/24/2014  8:00 PM		
Jess	6	Bahamas	Nassau, Bahamas	Western Kentucky (7-5) vs. Central Michigan (7-5)	18	Western Kentucky	Central Michigan			Western Kentucky	12/24/2014 12:00 PM		
Jess	6	Poinsettia	San Diego, Calif.	San Diego State (7-5) vs. Navy (6-5)	27	San Diego State	Navy			San Diego State	12/23/2014  9:30 PM	Navy	0
Jess	6	Boca Raton	Boca Raton, Fla.	Marshall (12-1) vs. Northern Illinois (11-2)	36	Marshall	Northern Illinois			Marshall	12/23/2014  6:00 PM	Marshall	1
Jess	6	Miami Beach	Miami, Fla.	Memphis (9-3) vs. BYU (8-4)	20	Memphis	BYU			BYU	12/22/2014  2:00 PM	Memphis	0
Jess	6	Camellia	Montgomery, Ala.	Bowling Green (7-6) vs. South Alabama (6-6)	32	Bowling Green	South Alabama			South Alabama	12/20/2014  9:15 PM	Bowling Green	0
Jess	6	Idaho Potato	Boise, Idaho	Air Force (9-3) vs. Western Michigan (8-4)	12	Air Force	Western Michigan			Air Force	12/20/2014  5:45 PM	Air Force	1
Jess	6	Royal Purple	Las Vegas, Nev.	Colorado State (10-2) vs. Utah (8-4)	34	Colorado State	Utah			Utah	12/20/2014  3:30 PM	Utah	1
Jess	6	New Mexico	Albuquerque, N.M.	Utah State (9-4) vs. UTEP (7-5)	31	Utah State	UTEP			Utah State	12/20/2014  2:20 PM	Utah State	1
Jess	6	New Orleans	New Orleans, La.	UL Lafayette (8-4) vs. Nevada (7-5)	14	UL Lafayette	Nevada			Nevada	12/20/2014 11:00 AM	UL Lafayette	0
Joe	7	Championship	Arlington, Texas	Semifinal winners	15	Alabama	Oregon	Florida State	Ohio State	Oregon	1/12/2015  8:30 PM		
Joe	7	Rose	Pasadena, Calif.	No. 2 Oregon (12-1) vs. No. 3 Florida State (13-0)	37	Oregon	Florida State			Oregon	1/1/2015  5:00 PM		
Joe	7	Sugar	New Orleans, La.	No. 1 Alabama (12-1) vs. No. 4 Ohio State (12-1)	34	Alabama	Ohio State			Alabama	1/1/2015  8:30 PM		
Joe	7	Cotton	Arlington, Texas	Baylor (11-1) vs. Michigan State (10-2)	5	Baylor	Michigan State			Baylor	1/1/2015 12:30 PM		
Joe	7	Orange	Miami, Fla.	Georgia Tech (10-3) vs. Mississippi State (10-2)	33	Georgia Tech	Mississippi State			Mississippi State	12/31/2014  8:00 PM		
Joe	7	Fiesta	Glendale, Ariz.	Arizona (10-3) vs. Boise State (11-2)	22	Arizona	Boise State			Arizona	12/31/2014  4:00 PM		
Joe	7	Peach	Atlanta, Ga.	TCU (11-1) vs. Ole Miss (9-3)	4	TCU	Ole Miss			TCU	12/31/2014 12:30 PM		
Joe	7	GoDaddy	Mobile, Ala.	Toledo (8-4) vs. Arkansas State (7-5)	3	Toledo	Arkansas State			Toledo	1/4/2015  9:00 PM		
Joe	7	Birmingham	Birmingham, Ala.	Florida (6-5) vs. East Carolina (8-4)	28	Florida	East Carolina			Florida	1/3/2015 12:00 PM		
Joe	7	Cactus	Tempe, Ariz.	Oklahoma State (6-6) vs. Washington (8-5)	25	Oklahoma State	Washington			Washington	1/2/2015 10:15 PM		
Joe	7	Alamo	San Antonio, Texas	Kansas State (9-3) vs. UCLA (9-3)	12	Kansas State	UCLA			Kansas State	1/2/2015  6:45 PM		
Joe	7	TaxSlayer	Jacksonville, Fla.	Iowa (7-5) vs. Tennessee (6-6)	23	Iowa	Tennessee			Tennessee	1/2/2015  3:20 PM		
Joe	7	Armed Forces	Fort Worth, Texas	Houston (7-5) vs. Pittsburgh (6-6)	16	Houston	Pittsburgh			Pittsburgh	1/2/2015 12:00 PM		
Joe	7	Outback	Tampa, Fla.	Wisconsin (10-3) vs. Auburn (8-4)	32	Wisconsin	Auburn			Auburn	1/1/2015 12:00 PM		
Joe	7	Citrus	Orlando, Fla.	Minnesota (8-4) vs. Missouri (10-3)	29	Minnesota	Missouri			Missouri	1/1/2015 12:30 PM		
Joe	7	Foster Farms	Santa Clara, Calif.	Maryland (7-5) vs. Stanford (7-5)	39	Maryland	Stanford			Stanford	12/30/2014 10:00 PM		
Joe	7	Belk	Charlotte, N.C.	Louisville (9-3) vs. Georgia (9-3)	24	Louisville	Georgia			Georgia	12/30/2014  6:45 PM		
Joe	7	Music City	Nashville, Tenn.	Notre Dame (7-5) vs. LSU (8-4)	26	Notre Dame	LSU			LSU	12/30/2014  3:00 PM		
Joe	7	Texas	Houston, Texas	Texas (6-6) vs. Arkansas (6-6)	27	Texas	Arkansas			Arkansas	12/29/2014  9:00 PM		
Joe	7	Russell Athletic	Orlando, Fla.	Clemson (9-3) vs. Oklahoma (8-4)	10	Clemson	Oklahoma			Oklahoma	12/29/2014  5:30 PM		
Joe	7	Liberty	Memphis, Tenn.	West Virginia (7-5) vs. Texas A&M (7-5)	20	West Virginia	Texas A&M			West Virginia	12/29/2014  2:00 PM		
Joe	7	Holiday	San Diego, Calif.	Nebraska (9-3) vs. USC (8-4)	31	Nebraska	USC			USC	12/27/2014  8:00 PM		
Joe	7	Pinstripe	Bronx, N.Y.	Boston College (7-5) vs. Penn State (6-6)	17	Boston College	Penn State			Boston College	12/27/2014  4:30 PM		
Joe	7	Independence	Shreveport, La.	Miami (Fla.) (6-6) vs. South Carolina (6-6)	9	Miami (Fla.)	South Carolina			Miami (Fla.)	12/27/2014  4:00 PM		
Joe	7	Sun	El Paso, Texas	Duke (9-3) vs. Arizona State (9-3)	35	Duke	Arizona State			Arizona State	12/27/2014  2:00 PM		
Joe	7	Military	Annapolis, Md.	Virginia Tech (6-6) vs. Cincinnati (9-3)	19	Virginia Tech	Cincinnati			Cincinnati	12/27/2014  1:00 PM		
Joe	7	Bitcoin	St. Petersburg, Fla.	NC State (7-5) vs. UCF (9-3)	14	NC State	UCF			NC State	12/26/2014  8:00 PM		
Joe	7	Quick Lane	Detroit, Mich.	Rutgers (7-5) vs. North Carolina (6-6)	18	Rutgers	North Carolina			North Carolina	12/26/2014  4:30 PM		
Joe	7	Heart of Dallas	Dallas, Texas	Illinois (6-6) vs. Louisiana Tech (8-5)	30	Illinois	Louisiana Tech			Louisiana Tech	12/26/2014  1:00 PM		
Joe	7	Hawaii	Honolulu, Hawaii	Fresno State (6-7) vs. Rice (7-5)	8	Fresno State	Rice			Fresno State	12/24/2014  8:00 PM		
Joe	7	Bahamas	Nassau, Bahamas	Western Kentucky (7-5) vs. Central Michigan (7-5)	21	Western Kentucky	Central Michigan			Western Kentucky	12/24/2014 12:00 PM		
Joe	7	Poinsettia	San Diego, Calif.	San Diego State (7-5) vs. Navy (6-5)	7	San Diego State	Navy			San Diego State	12/23/2014  9:30 PM	Navy	0
Joe	7	Boca Raton	Boca Raton, Fla.	Marshall (12-1) vs. Northern Illinois (11-2)	36	Marshall	Northern Illinois			Marshall	12/23/2014  6:00 PM	Marshall	1
Joe	7	Miami Beach	Miami, Fla.	Memphis (9-3) vs. BYU (8-4)	13	Memphis	BYU			Memphis	12/22/2014  2:00 PM	Memphis	1
Joe	7	Camellia	Montgomery, Ala.	Bowling Green (7-6) vs. South Alabama (6-6)	1	Bowling Green	South Alabama			South Alabama	12/20/2014  9:15 PM	Bowling Green	0
Joe	7	Idaho Potato	Boise, Idaho	Air Force (9-3) vs. Western Michigan (8-4)	6	Air Force	Western Michigan			Air Force	12/20/2014  5:45 PM	Air Force	1
Joe	7	Royal Purple	Las Vegas, Nev.	Colorado State (10-2) vs. Utah (8-4)	2	Colorado State	Utah			Utah	12/20/2014  3:30 PM	Utah	1
Joe	7	New Mexico	Albuquerque, N.M.	Utah State (9-4) vs. UTEP (7-5)	38	Utah State	UTEP			Utah State	12/20/2014  2:20 PM	Utah State	1
Joe	7	New Orleans	New Orleans, La.	UL Lafayette (8-4) vs. Nevada (7-5)	11	UL Lafayette	Nevada			Nevada	12/20/2014 11:00 AM	UL Lafayette	0
Hieronymus	8	Championship	Arlington, Texas	Semifinal winners	1	Alabama	Oregon	Florida State	Ohio State	Oregon	1/12/2015  8:30 PM		
Hieronymus	8	Rose	Pasadena, Calif.	No. 2 Oregon (12-1) vs. No. 3 Florida State (13-0)	18	Oregon	Florida State			Oregon	1/1/2015  5:00 PM		
Hieronymus	8	Sugar	New Orleans, La.	No. 1 Alabama (12-1) vs. No. 4 Ohio State (12-1)	35	Alabama	Ohio State			Alabama	1/1/2015  8:30 PM		
Hieronymus	8	Cotton	Arlington, Texas	Baylor (11-1) vs. Michigan State (10-2)	36	Baylor	Michigan State			Baylor	1/1/2015 12:30 PM		
Hieronymus	8	Orange	Miami, Fla.	Georgia Tech (10-3) vs. Mississippi State (10-2)	11	Georgia Tech	Mississippi State			Georgia Tech	12/31/2014  8:00 PM		
Hieronymus	8	Fiesta	Glendale, Ariz.	Arizona (10-3) vs. Boise State (11-2)	24	Arizona	Boise State			Boise State	12/31/2014  4:00 PM		
Hieronymus	8	Peach	Atlanta, Ga.	TCU (11-1) vs. Ole Miss (9-3)	34	TCU	Ole Miss			TCU	12/31/2014 12:30 PM		
Hieronymus	8	GoDaddy	Mobile, Ala.	Toledo (8-4) vs. Arkansas State (7-5)	29	Toledo	Arkansas State			Arkansas State	1/4/2015  9:00 PM		
Hieronymus	8	Birmingham	Birmingham, Ala.	Florida (6-5) vs. East Carolina (8-4)	28	Florida	East Carolina			East Carolina	1/3/2015 12:00 PM		
Hieronymus	8	Cactus	Tempe, Ariz.	Oklahoma State (6-6) vs. Washington (8-5)	3	Oklahoma State	Washington			Washington	1/2/2015 10:15 PM		
Hieronymus	8	Alamo	San Antonio, Texas	Kansas State (9-3) vs. UCLA (9-3)	20	Kansas State	UCLA			Kansas State	1/2/2015  6:45 PM		
Hieronymus	8	TaxSlayer	Jacksonville, Fla.	Iowa (7-5) vs. Tennessee (6-6)	2	Iowa	Tennessee			Tennessee	1/2/2015  3:20 PM		
Hieronymus	8	Armed Forces	Fort Worth, Texas	Houston (7-5) vs. Pittsburgh (6-6)	21	Houston	Pittsburgh			Houston	1/2/2015 12:00 PM		
Hieronymus	8	Outback	Tampa, Fla.	Wisconsin (10-3) vs. Auburn (8-4)	16	Wisconsin	Auburn			Auburn	1/1/2015 12:00 PM		
Hieronymus	8	Citrus	Orlando, Fla.	Minnesota (8-4) vs. Missouri (10-3)	17	Minnesota	Missouri			Missouri	1/1/2015 12:30 PM		
Hieronymus	8	Foster Farms	Santa Clara, Calif.	Maryland (7-5) vs. Stanford (7-5)	31	Maryland	Stanford			Stanford	12/30/2014 10:00 PM		
Hieronymus	8	Belk	Charlotte, N.C.	Louisville (9-3) vs. Georgia (9-3)	10	Louisville	Georgia			Louisville	12/30/2014  6:45 PM		
Hieronymus	8	Music City	Nashville, Tenn.	Notre Dame (7-5) vs. LSU (8-4)	8	Notre Dame	LSU			LSU	12/30/2014  3:00 PM		
Hieronymus	8	Texas	Houston, Texas	Texas (6-6) vs. Arkansas (6-6)	33	Texas	Arkansas			Texas	12/29/2014  9:00 PM		
Hieronymus	8	Russell Athletic	Orlando, Fla.	Clemson (9-3) vs. Oklahoma (8-4)	4	Clemson	Oklahoma			Clemson	12/29/2014  5:30 PM		
Hieronymus	8	Liberty	Memphis, Tenn.	West Virginia (7-5) vs. Texas A&M (7-5)	26	West Virginia	Texas A&M			Texas A&M	12/29/2014  2:00 PM		
Hieronymus	8	Holiday	San Diego, Calif.	Nebraska (9-3) vs. USC (8-4)	19	Nebraska	USC			USC	12/27/2014  8:00 PM		
Hieronymus	8	Pinstripe	Bronx, N.Y.	Boston College (7-5) vs. Penn State (6-6)	6	Boston College	Penn State			Penn State	12/27/2014  4:30 PM		
Hieronymus	8	Independence	Shreveport, La.	Miami (Fla.) (6-6) vs. South Carolina (6-6)	5	Miami (Fla.)	South Carolina			Miami (Fla.)	12/27/2014  4:00 PM		
Hieronymus	8	Sun	El Paso, Texas	Duke (9-3) vs. Arizona State (9-3)	23	Duke	Arizona State			Arizona State	12/27/2014  2:00 PM		
Hieronymus	8	Military	Annapolis, Md.	Virginia Tech (6-6) vs. Cincinnati (9-3)	37	Virginia Tech	Cincinnati			Cincinnati	12/27/2014  1:00 PM		
Hieronymus	8	Bitcoin	St. Petersburg, Fla.	NC State (7-5) vs. UCF (9-3)	39	NC State	UCF			UCF	12/26/2014  8:00 PM		
Hieronymus	8	Quick Lane	Detroit, Mich.	Rutgers (7-5) vs. North Carolina (6-6)	38	Rutgers	North Carolina			North Carolina	12/26/2014  4:30 PM		
Hieronymus	8	Heart of Dallas	Dallas, Texas	Illinois (6-6) vs. Louisiana Tech (8-5)	13	Illinois	Louisiana Tech			Louisiana Tech	12/26/2014  1:00 PM		
Hieronymus	8	Hawaii	Honolulu, Hawaii	Fresno State (6-7) vs. Rice (7-5)	7	Fresno State	Rice			Rice	12/24/2014  8:00 PM		
Hieronymus	8	Bahamas	Nassau, Bahamas	Western Kentucky (7-5) vs. Central Michigan (7-5)	12	Western Kentucky	Central Michigan			Central Michigan	12/24/2014 12:00 PM		
Hieronymus	8	Poinsettia	San Diego, Calif.	San Diego State (7-5) vs. Navy (6-5)	14	San Diego State	Navy			San Diego State	12/23/2014  9:30 PM	Navy	0
Hieronymus	8	Boca Raton	Boca Raton, Fla.	Marshall (12-1) vs. Northern Illinois (11-2)	15	Marshall	Northern Illinois			Marshall	12/23/2014  6:00 PM	Marshall	1
Hieronymus	8	Miami Beach	Miami, Fla.	Memphis (9-3) vs. BYU (8-4)	22	Memphis	BYU			Memphis	12/22/2014  2:00 PM	Memphis	1
Hieronymus	8	Camellia	Montgomery, Ala.	Bowling Green (7-6) vs. South Alabama (6-6)	25	Bowling Green	South Alabama			Bowling Green	12/20/2014  9:15 PM	Bowling Green	1
Hieronymus	8	Idaho Potato	Boise, Idaho	Air Force (9-3) vs. Western Michigan (8-4)	32	Air Force	Western Michigan			Air Force	12/20/2014  5:45 PM	Air Force	1
Hieronymus	8	Royal Purple	Las Vegas, Nev.	Colorado State (10-2) vs. Utah (8-4)	27	Colorado State	Utah			Colorado State	12/20/2014  3:30 PM	Utah	0
Hieronymus	8	New Mexico	Albuquerque, N.M.	Utah State (9-4) vs. UTEP (7-5)	30	Utah State	UTEP			Utah State	12/20/2014  2:20 PM	Utah State	1
Hieronymus	8	New Orleans	New Orleans, La.	UL Lafayette (8-4) vs. Nevada (7-5)	9	UL Lafayette	Nevada			Nevada	12/20/2014 11:00 AM	UL Lafayette	0
John	9	Championship	Arlington, Texas	Semifinal winners	5	Alabama	Oregon	Florida State	Ohio State	Alabama	1/12/2015  8:30 PM		
John	9	Rose	Pasadena, Calif.	No. 2 Oregon (12-1) vs. No. 3 Florida State (13-0)	30	Oregon	Florida State			Oregon	1/1/2015  5:00 PM		
John	9	Sugar	New Orleans, La.	No. 1 Alabama (12-1) vs. No. 4 Ohio State (12-1)	29	Alabama	Ohio State			Alabama	1/1/2015  8:30 PM		
John	9	Cotton	Arlington, Texas	Baylor (11-1) vs. Michigan State (10-2)	15	Baylor	Michigan State			Baylor	1/1/2015 12:30 PM		
John	9	Orange	Miami, Fla.	Georgia Tech (10-3) vs. Mississippi State (10-2)	32	Georgia Tech	Mississippi State			Mississippi State	12/31/2014  8:00 PM		
John	9	Fiesta	Glendale, Ariz.	Arizona (10-3) vs. Boise State (11-2)	13	Arizona	Boise State			Arizona	12/31/2014  4:00 PM		
John	9	Peach	Atlanta, Ga.	TCU (11-1) vs. Ole Miss (9-3)	28	TCU	Ole Miss			TCU	12/31/2014 12:30 PM		
John	9	GoDaddy	Mobile, Ala.	Toledo (8-4) vs. Arkansas State (7-5)	23	Toledo	Arkansas State			Toledo	1/4/2015  9:00 PM		
John	9	Birmingham	Birmingham, Ala.	Florida (6-5) vs. East Carolina (8-4)	2	Florida	East Carolina			East Carolina	1/3/2015 12:00 PM		
John	9	Cactus	Tempe, Ariz.	Oklahoma State (6-6) vs. Washington (8-5)	34	Oklahoma State	Washington			Washington	1/2/2015 10:15 PM		
John	9	Alamo	San Antonio, Texas	Kansas State (9-3) vs. UCLA (9-3)	24	Kansas State	UCLA			UCLA	1/2/2015  6:45 PM		
John	9	TaxSlayer	Jacksonville, Fla.	Iowa (7-5) vs. Tennessee (6-6)	3	Iowa	Tennessee			Iowa	1/2/2015  3:20 PM		
John	9	Armed Forces	Fort Worth, Texas	Houston (7-5) vs. Pittsburgh (6-6)	16	Houston	Pittsburgh			Pittsburgh	1/2/2015 12:00 PM		
John	9	Outback	Tampa, Fla.	Wisconsin (10-3) vs. Auburn (8-4)	31	Wisconsin	Auburn			Auburn	1/1/2015 12:00 PM		
John	9	Citrus	Orlando, Fla.	Minnesota (8-4) vs. Missouri (10-3)	17	Minnesota	Missouri			Missouri	1/1/2015 12:30 PM		
John	9	Foster Farms	Santa Clara, Calif.	Maryland (7-5) vs. Stanford (7-5)	38	Maryland	Stanford			Stanford	12/30/2014 10:00 PM		
John	9	Belk	Charlotte, N.C.	Louisville (9-3) vs. Georgia (9-3)	36	Louisville	Georgia			Georgia	12/30/2014  6:45 PM		
John	9	Music City	Nashville, Tenn.	Notre Dame (7-5) vs. LSU (8-4)	37	Notre Dame	LSU			LSU	12/30/2014  3:00 PM		
John	9	Texas	Houston, Texas	Texas (6-6) vs. Arkansas (6-6)	26	Texas	Arkansas			Arkansas	12/29/2014  9:00 PM		
John	9	Russell Athletic	Orlando, Fla.	Clemson (9-3) vs. Oklahoma (8-4)	10	Clemson	Oklahoma			Clemson	12/29/2014  5:30 PM		
John	9	Liberty	Memphis, Tenn.	West Virginia (7-5) vs. Texas A&M (7-5)	11	West Virginia	Texas A&M			West Virginia	12/29/2014  2:00 PM		
John	9	Holiday	San Diego, Calif.	Nebraska (9-3) vs. USC (8-4)	27	Nebraska	USC			USC	12/27/2014  8:00 PM		
John	9	Pinstripe	Bronx, N.Y.	Boston College (7-5) vs. Penn State (6-6)	8	Boston College	Penn State			Boston College	12/27/2014  4:30 PM		
John	9	Independence	Shreveport, La.	Miami (Fla.) (6-6) vs. South Carolina (6-6)	18	Miami (Fla.)	South Carolina			South Carolina	12/27/2014  4:00 PM		
John	9	Sun	El Paso, Texas	Duke (9-3) vs. Arizona State (9-3)	33	Duke	Arizona State			Arizona State	12/27/2014  2:00 PM		
John	9	Military	Annapolis, Md.	Virginia Tech (6-6) vs. Cincinnati (9-3)	25	Virginia Tech	Cincinnati			Cincinnati	12/27/2014  1:00 PM		
John	9	Bitcoin	St. Petersburg, Fla.	NC State (7-5) vs. UCF (9-3)	6	NC State	UCF			NC State	12/26/2014  8:00 PM		
