player	bowl	selection	confidence
Joey	Birmingham	Cincinnati	18
Joey	Boca Raton	Southern Methodist	15
Joey	Camellia	Florida International	11
Joey	Camping World	Notre Dame	32
Joey	Cheez-It	Washington St.	6
Joey	Citrus	Alabama	35
Joey	Cotton	Penn St.	34
Joey	Cure	Georgia Southern	31
Joey	Fiesta	Ohio St.	39
Joey	First Responder	Western Michigan	9
Joey	Frisco	Utah St.	30
Joey	Gasparilla	Central Florida	36
Joey	Gator	Tennessee	19
Joey	Hawaii	BYU	10
Joey	Holiday	USC	7
Joey	Idaho Potato	Nevada	4
Joey	Independence	Miami (FL)	28
Joey	Las Vegas	Boise St. 	20
Joey	Lending Tree	Louisiana	27
Joey	Liberty	Navy	13
Joey	Military	North Carolina	23
Joey	Music City	Mississippi St.	3
Joey	Championship	Oklahoma	40
Joey	New Mexico	Central Michigan	2
Joey	New Orleans	Appalachian St.	37
Joey	Orange	Florida	29
Joey	Outback	Auburn	22
Joey	Peach	Oklahoma	38
Joey	Pinstripe	Michigan St.	17
Joey	Quick Lane	Pittsburgh	25
Joey	Redbox	Illinois	16
Joey	Rose	Oregon	14
Joey	Sugar	Baylor	1
Joey	Texas	Oklahoma St.	8
Joey	Sun	Florida St.	12
JRoycroft	Alamo	Utah	19
JRoycroft	Arizona	Georgia St.	29
JRoycroft	Armed Forces	Tulane	18
JRoycroft	Bahamas	Charlotte	15
JRoycroft	Belk	Kentucky	12
JRoycroft	Birmingham	Cincinnati	25
JRoycroft	Boca Raton	Florida Atlantic	9
JRoycroft	Camellia	Florida International	10
JRoycroft	Camping World	Notre Dame	32
JRoycroft	Cheez-It	Air Force	6
JRoycroft	Citrus	Alabama	28
JRoycroft	Cotton	Penn St.	33
JRoycroft	Cure	Georgia Southern	23
JRoycroft	Fiesta	Ohio St.	39
JRoycroft	First Responder	Western Michigan	2
JRoycroft	Frisco	Kent St.	17
JRoycroft	Gasparilla	Central Florida	36
JRoycroft	Gator	Indiana	1
JRoycroft	Hawaii	Hawaii	7
JRoycroft	Holiday	USC	3
JRoycroft	Idaho Potato	Ohio	13
JRoycroft	Independence	Miami (FL)	35
JRoycroft	Las Vegas	Washington	8
JRoycroft	Lending Tree	Louisiana	24
JRoycroft	Liberty	Navy	30
JRoycroft	Military	Temple	22
JRoycroft	Music City	Louisville	31
JRoycroft	Championship	Ohio St.	40
JRoycroft	New Mexico	Central Michigan	14
JRoycroft	New Orleans	Appalachian St.	37
JRoycroft	Orange	Florida	4
JRoycroft	Outback	Auburn	27
JRoycroft	Peach	LSU	38
JRoycroft	Pinstripe	Wake Forest	16
JRoycroft	Quick Lane	Pittsburgh	34
JRoycroft	Redbox	California	21
JRoycroft	Rose	Wisconsin	11
JRoycroft	Sugar	Georgia	26
JRoycroft	Texas	Texas A&M	5
JRoycroft	Sun	Florida St.	20
Peter	Alamo	Utah	29
Peter	Arizona	Georgia St.	8
Peter	Armed Forces	Tulane	21
Peter	Bahamas	Charlotte	3
Peter	Belk	Kentucky	7
Peter	Birmingham	Cincinnati	27
Peter	Boca Raton	Florida Atlantic	4
Peter	Camellia	Arkansas St.	25
Peter	Camping World	Notre Dame	31
Peter	Cheez-It	Air Force	14
Peter	Citrus	Alabama	34
Peter	Cotton	Penn St.	26
Peter	Cure	Georgia Southern	24
Peter	Fiesta	Ohio St.	38
Peter	First Responder	Western Michigan	2
Peter	Frisco	Utah St.	22
Peter	Gasparilla	Central Florida	32
Peter	Gator	Tennessee	19
Peter	Hawaii	Hawaii	13
Peter	Holiday	Iowa	15
Peter	Idaho Potato	Ohio	20
Peter	Independence	Louisiana Tech	5
Peter	Las Vegas	Boise St. 	12
Peter	Lending Tree	Louisiana	28
Peter	Liberty	Navy	9
Peter	Military	Temple	16
Peter	Music City	Louisville	10
Peter	Championship	LSU	40
Peter	New Mexico	San Diego St.	23
Peter	New Orleans	Appalachian St.	37
Peter	Orange	Florida	35
Peter	Outback	Auburn	33
Peter	Peach	LSU	39
Peter	Pinstripe	Wake Forest	11
Peter	Quick Lane	Eastern Michigan	1
Peter	Redbox	Illinois	6
Peter	Rose	Wisconsin	18
Peter	Sugar	Georgia	30
Peter	Texas	Texas A&M	36
Peter	Sun	Arizona St.	17
